Soru_ID,Baslik,Aciklama_No,Ornek_No,Ornek_Tipi,Senaryo,Soru,Kategori,Sik_Sayisi,A,B,C,D,Dogru_Sik,Dogru_Cevap,Dogru_Cevap_Gerekce,Kaynak_Yorum
247,Madde 33 Temas: Genel prensipler,33-11,33-12,Örnek,"Madde 33 Temas: Genel prensipler | 33-11
Açıklama: Kişisel bir faul, bir oyuncunun rakibine kural dışı temasıdır. Rakibine karşı kural dışı temasa neden olan oyuncu buna göre cezalandırılacaktır.
Örnek 33-12: A1 sayı amacıyla bir şut girişiminde bulunur. B1 takım arkadaşı B2'yi iterek daha sonra atış halinde olan A1’e kural dışı bir temasa sebebiyet verir. Top sepetten içeri girer.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,free_throws,3,1 serbest atış,0 serbest atış,2 serbest atış,,A,1 serbest atış,,"A1’e 2 ya da 3 sayı verilecektir. B2, A1’e temas etmiştir ve bir faulle cezalandırılacaktır. A1, 1 serbest atış kullanacaktır. Oyun herhangi bir son serbest atıştan sonra olduğu gibi devam edecektir."
248,Madde 33 Temas: Genel prensipler,33-11,33-13,Örnek,"Madde 33 Temas: Genel prensipler | 33-11
Açıklama: Kişisel bir faul, bir oyuncunun rakibine kural dışı temasıdır. Rakibine karşı kural dışı temasa neden olan oyuncu buna göre cezalandırılacaktır.
Örnek 33-13: A1 sayı amacıyla bir şut girişiminde bulunur. B1, A2'yi iter ve bu durum takım arkadaşı olan A1’e kural dışı bir temasa sebebiyet verir. Bu B takımının o çeyrekteki üçüncü takım faulüdür.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,possession,3,Top A takımına verilir (oyuna sokma),Top A takımında (A oyuna sokar),Top B takımında (B oyuna sokar),,A,Top A takımına verilir (oyuna sokma),,A1’e 2 ya da 3 sayı verilecektir. A takımına B2'nin yaptığı faulün meydana geldiği en yakın yerden topu oyuna sokma hakkı verilecektir.
249,Madde 34 Kişisel faul,34-1,34-2,Örnek,"Madde 34 Kişisel faul | 34-1
Açıklama: Oyun saati dördüncü çeyrekte veya her uzatmada 2:00 veya daha az gösterdiğinde ve top hakemin elinde ya da topu oyuna sokacak olan oyuncunun kullanımındadır. Eğer bu sırada bir savunma oyuncusu sahadaki bir hücum oyuncusuna kural dışı bir şekilde temas ederse, temas sportmenlik dışı faul kriterlerini karşılamadığı sürece bu bir topun oyuna sokulması faulüdür. Faul yapılan oyuncu, dördüncü çeyrekteki takım faullerinin sayısına bakılmaksızın kimse dizilmeden 1 serbest atış kullanacaktır. Oyun, faul yapılan takım tarafından yapılan ihlalin meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir.
Örnek 34-2: Dördüncü çeyrekte oyun saatinde 1:31 kala topu oyuna sokacak olan A1 topu ellerinden çıkarmadan önce sahada olan B2, A2'ye kural dışı bir temasta bulunur. B2'ye topu oyuna sokma faulü çalınır.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,free_throws,3,1 serbest atış,0 serbest atış,2 serbest atış,,A,1 serbest atış,,"B takımının dördüncü çeyrekteki faul sayısına bakılmaksızın A2 kimse dizilmeden 1 serbest atış kullanacaktır. Oyun A takımı tarafından B2’nin yaptığı faulünün meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir. Eğer yapılan faul, (a) A takımının geri sahasındaysa şut saatinde 24 saniyesi olacaktır. (b) A takımının ön sahasındaysa ve eğer şut saati14 saniye veya daha fazla gösteriyorsa kalan süresi, eğer şut saati 13 saniye veya daha az gösteriliyorsa 14 saniyesi olacaktır."
250,Madde 34 Kişisel faul,34-1,34-3,Örnek,"Madde 34 Kişisel faul | 34-1
Açıklama: Oyun saati dördüncü çeyrekte veya her uzatmada 2:00 veya daha az gösterdiğinde ve top hakemin elinde ya da topu oyuna sokacak olan oyuncunun kullanımındadır. Eğer bu sırada bir savunma oyuncusu sahadaki bir hücum oyuncusuna kural dışı bir şekilde temas ederse, temas sportmenlik dışı faul kriterlerini karşılamadığı sürece bu bir topun oyuna sokulması faulüdür. Faul yapılan oyuncu, dördüncü çeyrekteki takım faullerinin sayısına bakılmaksızın kimse dizilmeden 1 serbest atış kullanacaktır. Oyun, faul yapılan takım tarafından yapılan ihlalin meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir.
Örnek 34-3: Dördüncü çeyrekte oyun saatinde 1:24 kala, B1'in başarılı bir sayısı ya da serbest atışından sonra topu oyuna sokacak olan A1 dip çizginin gerisinde topa sahiptir. A1 topu elinden çıkarmadan önce, B2 sahada olan A2’ye kural dışı bir temasta bulunur. Bu B takımının beşinci takım faulüdür",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,free_throws,3,1 serbest atış,0 serbest atış,2 serbest atış,,A,1 serbest atış,,"B2'nin A2'ye yaptığı temas sportmenlik dışı faul kriterlerini karşılamıyorsa, bu bir topun oyuna sokulması faulüdür. B takımının dördüncü çeyrekteki faul sayısına bakılmaksızın A2 kimse dizilmeden 1 serbest atış kullanacaktır. Oyun A takımı tarafından arkalığın doğrudan arkası hariç B2’nin yaptığı faulünün meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir. Eğer topun oyuna sokulması dip çizgiden yönetilecekse A takımının topu oyuna sokacak olan oyuncusunun topu ellerinden çıkarmadan önce başarılı bir sayı veya son serbest atıştan sonra olduğu gibi belirlenmiş yer haricinde kurallara aykırı olarak hareket etme veya dip çizginin gerisindeki bir takım arkadaşına pas verme hakkı olmayacaktır."
251,Madde 34 Kişisel faul,34-1,34-4,Örnek,"Madde 34 Kişisel faul | 34-1
Açıklama: Oyun saati dördüncü çeyrekte veya her uzatmada 2:00 veya daha az gösterdiğinde ve top hakemin elinde ya da topu oyuna sokacak olan oyuncunun kullanımındadır. Eğer bu sırada bir savunma oyuncusu sahadaki bir hücum oyuncusuna kural dışı bir şekilde temas ederse, temas sportmenlik dışı faul kriterlerini karşılamadığı sürece bu bir topun oyuna sokulması faulüdür. Faul yapılan oyuncu, dördüncü çeyrekteki takım faullerinin sayısına bakılmaksızın kimse dizilmeden 1 serbest atış kullanacaktır. Oyun, faul yapılan takım tarafından yapılan ihlalin meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir.
Örnek 34-4: Dördüncü çeyrekte oyun saatinde 58 saniye kala topu oyuna sokacak olan A1 topu ellerinden çıkarmadan önce sahada olan B2, A2'ye kural dışı bir temasta bulunur.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,free_throws,3,1 serbest atış,0 serbest atış,2 serbest atış,,A,1 serbest atış,,B2'nin A2'ye yaptığı temas sportmenlik dışı faul kriterlerini karşılamıyorsa bu bir topun oyuna sokulması faulüdür. A2'ye kimse dizilmeden 1 serbest atış hakkı verilecektir. Oyun A takımı tarafından B2’nin yaptığı faulünün meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir.
252,Madde 34 Kişisel faul,34-1,34-5,Örnek,"Madde 34 Kişisel faul | 34-1
Açıklama: Oyun saati dördüncü çeyrekte veya her uzatmada 2:00 veya daha az gösterdiğinde ve top hakemin elinde ya da topu oyuna sokacak olan oyuncunun kullanımındadır. Eğer bu sırada bir savunma oyuncusu sahadaki bir hücum oyuncusuna kural dışı bir şekilde temas ederse, temas sportmenlik dışı faul kriterlerini karşılamadığı sürece bu bir topun oyuna sokulması faulüdür. Faul yapılan oyuncu, dördüncü çeyrekteki takım faullerinin sayısına bakılmaksızın kimse dizilmeden 1 serbest atış kullanacaktır. Oyun, faul yapılan takım tarafından yapılan ihlalin meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir.
Örnek 34-5: Dördüncü çeyrekte oyun saatinde 55 saniye kala topu oyuna sokacak olan A1 topu ellerinden çıkarmadan önce B2,A2’ye sportmenlik dışı faul kriterlerini karşılayan bir şekilde top elden çıkarılmadan önce bir temasta bulunur. B2'ye bir sportmenlik dışı faul çalınır.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,free_throws,3,2 serbest atış,1 serbest atış,3 serbest atış,,A,2 serbest atış,,A2 kimse dizilmeden 2 serbest atış kullanacaktır. Oyun A takımı tarafından kendi ön sahasındaki topu oyuna sokma çizgisinden topu oyuna sokmasıyla devam edecektir. A takımının şut saatinde 14 saniyesi olacaktır.
253,Madde 34 Kişisel faul,34-1,34-6,Örnek,"Madde 34 Kişisel faul | 34-1
Açıklama: Oyun saati dördüncü çeyrekte veya her uzatmada 2:00 veya daha az gösterdiğinde ve top hakemin elinde ya da topu oyuna sokacak olan oyuncunun kullanımındadır. Eğer bu sırada bir savunma oyuncusu sahadaki bir hücum oyuncusuna kural dışı bir şekilde temas ederse, temas sportmenlik dışı faul kriterlerini karşılamadığı sürece bu bir topun oyuna sokulması faulüdür. Faul yapılan oyuncu, dördüncü çeyrekteki takım faullerinin sayısına bakılmaksızın kimse dizilmeden 1 serbest atış kullanacaktır. Oyun, faul yapılan takım tarafından yapılan ihlalin meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir.
Örnek 34-6: Dördüncü çeyrekte oyun saatinde 54 saniye kala topu oyuna sokacak olan A1 topu ellerinden çıkarmadan önce sahada olan B2, A2'ye kural dışı bir temasta bulunur.B2’ye topun oyuna sokulması faulü çalınır. Sonrasında A2'ye A2'ye bir teknik faul verilir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,free_throws,3,1 serbest atış,0 serbest atış,2 serbest atış,,A,1 serbest atış,,"Oyun, herhangi bir B takımı oyuncusunun kullanacağı 1 serbest atışın ardından A2 tarafından kullanılacak 1 serbest atış ve B2'nin yaptığı faulden dolayı A takımının faulünün yapıldığı en yakın yerden topu oyuna sokmasıyla devam edecektir. Topun oyuna sokulması geri sahadan ise A takımının şut saatinde 24 saniyesi olacaktır. Ön sahadan ise şut saati 13 saniye veya daha az gösteriyorsa A takımının şut saatinde 14 saniyesi olacaktır, şut saati 14 saniye veya daha fazla süre gösteriyorsa kalan süre kadar zamanı olacaktır."
254,Madde 34 Kişisel faul,34-1,34-7,Örnek,"Madde 34 Kişisel faul | 34-1
Açıklama: Oyun saati dördüncü çeyrekte veya her uzatmada 2:00 veya daha az gösterdiğinde ve top hakemin elinde ya da topu oyuna sokacak olan oyuncunun kullanımındadır. Eğer bu sırada bir savunma oyuncusu sahadaki bir hücum oyuncusuna kural dışı bir şekilde temas ederse, temas sportmenlik dışı faul kriterlerini karşılamadığı sürece bu bir topun oyuna sokulması faulüdür. Faul yapılan oyuncu, dördüncü çeyrekteki takım faullerinin sayısına bakılmaksızın kimse dizilmeden 1 serbest atış kullanacaktır. Oyun, faul yapılan takım tarafından yapılan ihlalin meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir.
Örnek 34-7: Dördüncü çeyrekte oyun saatinde 53 saniye kala topu oyuna sokacak olan A1 topu ellerinden çıkarmadan önce sahada olan A2, B2'ye bir temasta bulunur. A2'ye takım kontrol faulü çalınır.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,foul,3,Diskalifiye edici faul,Sportmenlik dışı faul,Teknik faul,,A,Diskalifiye edici faul,,A takımı A2'nin takım kontrol faulünden bir avantaj elde etmemiştir. Sportmenlik dışı veya diskalifiye edici faul kriterlerini karşılayan bir temas olmadıkça A2'ye bir kişisel faul verilecektir. Oyun B takımı tarafından A2’nin yaptığı faulünün meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir.
255,Madde 34 Kişisel faul,34-1,34-8,Örnek,"Madde 34 Kişisel faul | 34-1
Açıklama: Oyun saati dördüncü çeyrekte veya her uzatmada 2:00 veya daha az gösterdiğinde ve top hakemin elinde ya da topu oyuna sokacak olan oyuncunun kullanımındadır. Eğer bu sırada bir savunma oyuncusu sahadaki bir hücum oyuncusuna kural dışı bir şekilde temas ederse, temas sportmenlik dışı faul kriterlerini karşılamadığı sürece bu bir topun oyuna sokulması faulüdür. Faul yapılan oyuncu, dördüncü çeyrekteki takım faullerinin sayısına bakılmaksızın kimse dizilmeden 1 serbest atış kullanacaktır. Oyun, faul yapılan takım tarafından yapılan ihlalin meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir.
Örnek 34-8: Dördüncü çeyrekte oyun saatinde 51 saniye kala ve skor A 83 – B 80 durumdayken topun oyuna sokulması sırasında top oyuna sokacak olan A1’in ellerindeyken B2 sahanın farklı bir yerinde A2’ye bir temasta bulunur. B2’ye A2’ye yaptığından dolayı bir kişisel faul verilir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,free_throws,3,1 serbest atış,0 serbest atış,2 serbest atış,,A,1 serbest atış,,B2'nin A2'ye yaptığı temas sportmenlik dışı faul kriterlerini karşılamıyorsa bu bir topu oyuna sokma faulüdür. A2'ye kimse dizilmeden 1 serbest atış hakkı verilecektir. Oyun A takımı tarafından B2’nin yaptığı faulünün meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir.
256,Madde 34 Kişisel faul,34-1,34-9,Örnek,"Madde 34 Kişisel faul | 34-1
Açıklama: Oyun saati dördüncü çeyrekte veya her uzatmada 2:00 veya daha az gösterdiğinde ve top hakemin elinde ya da topu oyuna sokacak olan oyuncunun kullanımındadır. Eğer bu sırada bir savunma oyuncusu sahadaki bir hücum oyuncusuna kural dışı bir şekilde temas ederse, temas sportmenlik dışı faul kriterlerini karşılamadığı sürece bu bir topun oyuna sokulması faulüdür. Faul yapılan oyuncu, dördüncü çeyrekteki takım faullerinin sayısına bakılmaksızın kimse dizilmeden 1 serbest atış kullanacaktır. Oyun, faul yapılan takım tarafından yapılan ihlalin meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir.
Örnek 34-9: Dördüncü çeyrekte oyun saatinde 48 saniye kala ve skor A 83 – B 80 durumdayken topun oyuna sokulması sırasında top oyuna sokacak olan A1 topu ellerinden çıkardığında B2 sahanın farklı bir yerinde A2’ye bir temasta bulunur. B2’ye A2’ye yaptığından dolayı bir kişisel faul verilir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,foul,3,Diskalifiye edici faul,Sportmenlik dışı faul,Teknik faul,,A,Diskalifiye edici faul,,"Top, topu oyuna sokmakta olan A1'in ellerini zaten terk ettiğinden dolayı bu bir topun oyuna sokulması faulü değildir. B2'nin A2'ye teması sportmenlik dışı veya diskalifiye edici faul kriterlerini karşılamıyorsa bu bir kişisel fauldür ve buna göre cezalandırılacaktır."
257,Madde 35 Çift faul,35-1,35-2,Örnek,"Madde 35 Çift faul | 35-1
Açıklama: Bir faul kişisel, sportmenlik dışı, diskalifiye edici veya teknik faul olabilir. Çift faul olarak kabul edilebilmesi için her iki faulün de aynı 2 rakip arasındaki oyuncunun faulü olmalı ve aynı kategoride olmalıdır, her ikisi de kişisel faul veya her ikisi de sportmenlik dışı ve diskalifiye edici faullerin herhangi bir kombinasyonudur. Takımların, takım faullerine bakılmaksızın serbest atış verilmeyecektir. Çift faul fiziksel temas içermelidir, bu nedenle teknik fauller temassız fauller olduğundan çift faulün bir parçası değildir. Yaklaşık olarak aynı anda meydana gelen her iki faul de aynı kategoride değilse (kişisel veya sportmenlik dışı / diskalifiye edici), bu bir çift faul değildir. Cezaları birbirini götürmez. Kişisel faul her zaman ilk olarak, sportmenlik dışı / diskalifiye edici fauller ise ikinci olarak gerçekleşmiş olarak kabul edilecektir.
Örnek 35-2: A2 ve B2'ye teknik faul verildiğinde A1 dripling yapmaktadır.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,foul,3,Teknik faul,Sportmenlik dışı faul,Faul yok / oyun devam,,A,Teknik faul,,Teknik fauller çift faulün parçası değildir. Cezalar birbirini iptal edecektir. Oyun ilk teknik faul gerçekleştiğinde topun bulunduğu en yakın yerden A takımının topu oyuna sokmasıyla devam edecektir. A takımının şut saatinde kalan süresi kadar zamanı olacaktır.
258,Madde 35 Çift faul,35-1,35-3,Örnek,"Madde 35 Çift faul | 35-1
Açıklama: Bir faul kişisel, sportmenlik dışı, diskalifiye edici veya teknik faul olabilir. Çift faul olarak kabul edilebilmesi için her iki faulün de aynı 2 rakip arasındaki oyuncunun faulü olmalı ve aynı kategoride olmalıdır, her ikisi de kişisel faul veya her ikisi de sportmenlik dışı ve diskalifiye edici faullerin herhangi bir kombinasyonudur. Takımların, takım faullerine bakılmaksızın serbest atış verilmeyecektir. Çift faul fiziksel temas içermelidir, bu nedenle teknik fauller temassız fauller olduğundan çift faulün bir parçası değildir. Yaklaşık olarak aynı anda meydana gelen her iki faul de aynı kategoride değilse (kişisel veya sportmenlik dışı / diskalifiye edici), bu bir çift faul değildir. Cezaları birbirini götürmez. Kişisel faul her zaman ilk olarak, sportmenlik dışı / diskalifiye edici fauller ise ikinci olarak gerçekleşmiş olarak kabul edilecektir.
Örnek 35-3: Dripling yapan A1 ve B1 yaklaşık olarak aynı anda birbirlerine faul yaparlar. Bu A takımının ikinci takım faulü ve B takımının o çeyrekteki beşinci takım faulüdür.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,foul,3,Kişisel faul,Faul yok / oyun devam,Teknik faul,,A,Kişisel faul,,"Her iki faul de aynı kategoridedir (kişisel fauller), bundan dolayı bu bir çift fauldür. Çeyrekte farklı sayıda olan takım faulleri dikkate alınmaz. Oyun A takımı tarafından çift faulün meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir. A takımının şut saatinde kalan süresi kadar zamanı olacaktır."
